bus_id,route_no,direction,stop_name,timepoint,arrival_time,departure_time,boarded,alighted,occupancy_after,dwell_time_s,headway_s,is_peak
103F_1031_R1,103,inbound,Punchi Borella,0,2025-10-31 17:15:59,2025-10-31 17:16:54,12,5,30,55,489,1
171A_1028_R1,171,outbound,Technical Junction,0,2025-10-28 17:03:20,2025-10-28 17:04:16,14,2,65,56,617,1
171F_1026_R1,171,outbound,Battaramulla,0,2025-10-26 20:06:54,2025-10-26 20:07:42,8,6,69,48,720,0
171H_1025_R1,171,inbound,Pettah,0,2025-10-25 14:54:52,2025-10-25 14:55:45,8,5,80,53,565,0
144E_1025_R2,144,inbound,Borella,0,2025-10-25 17:25:18,2025-10-25 17:26:13,11,4,34,55,513,1
103E_1028_R2,103,inbound,Fort,1,2025-10-28 08:21:38,2025-10-28 08:22:42,11,8,34,64,464,1
171B_1025_R1,171,outbound,Battaramulla,0,2025-10-25 10:07:09,2025-10-25 10:07:47,8,5,55,38,616,0
144A_1026_R1,144,outbound,Cotta Road,0,2025-10-26 07:23:31,2025-10-26 07:24:25,10,7,52,54,675,1
103G_1028_R1,103,inbound,Narahenpita,1,2025-10-28 07:07:00,2025-10-28 07:07:51,15,3,32,51,439,1
144B_1029_R1,144,inbound,Punchi Borella,1,2025-10-29 16:26:31,2025-10-29 16:27:42,21,6,71,71,550,1
171J_1027_R1,171,outbound,Welikada,0,2025-10-27 06:58:26,2025-10-27 06:59:29,10,6,48,63,548,0
171I_1030_R1,171,outbound,Punchi Borella,0,2025-10-30 09:03:30,2025-10-30 09:04:09,10,2,59,39,284,0
144B_1026_R2,144,inbound,Punchi Borella,1,2025-10-26 07:30:50,2025-10-26 07:31:51,11,7,48,61,424,1
171D_1027_R2,171,inbound,Maradana,0,2025-10-27 10:57:23,2025-10-27 10:58:03,9,4,75,40,438,0
144I_1030_R1,144,outbound,Fort,1,2025-10-30 07:38:00,2025-10-30 07:38:56,15,4,43,56,612,1
144J_1025_R1,144,outbound,Punchi Borella,0,2025-10-25 10:33:39,2025-10-25 10:34:40,15,3,55,61,782,0
144G_1030_R1,144,inbound,Fort,1,2025-10-30 09:01:21,2025-10-30 09:02:21,8,9,27,60,471,0
171C_1026_R1,171,outbound,Maradana,0,2025-10-26 08:10:00,2025-10-26 08:11:01,18,3,50,61,471,1
103C_1029_R1,103,inbound,Punchi Borella,0,2025-10-29 11:07:27,2025-10-29 11:08:27,11,3,25,60,594,0
171I_1028_R1,171,inbound,Maradana,0,2025-10-28 08:07:47,2025-10-28 08:08:56,8,8,90,69,459,1
103B_1030_R2,103,outbound,Borella,0,2025-10-30 12:33:13,2025-10-30 12:34:07,7,8,73,54,643,0
171B_1028_R1,171,inbound,Battaramulla,0,2025-10-28 18:54:07,2025-10-28 18:55:20,26,2,44,73,728,1
171G_1025_R1,171,inbound,Battaramulla,0,2025-10-25 17:52:25,2025-10-25 17:53:38,20,3,50,73,292,1
144H_1031_R2,144,outbound,Maradana,0,2025-10-31 09:53:27,2025-10-31 09:54:27,9,7,36,60,395,0
171A_1028_R2,171,inbound,Pettah,0,2025-10-28 16:45:45,2025-10-28 16:46:31,8,7,61,46,371,1
171B_1029_R2,171,inbound,Welikada,0,2025-10-29 12:53:21,2025-10-29 12:54:25,15,5,42,64,360,0
171D_1026_R1,171,outbound,Rajagiriya,0,2025-10-26 18:22:54,2025-10-26 18:23:41,5,5,99,47,529,1
103D_1031_R1,103,outbound,Punchi Borella,1,2025-10-31 17:15:30,2025-10-31 17:16:42,16,7,48,72,577,1
144I_1031_R1,144,outbound,Punchi Borella,0,2025-10-31 20:12:39,2025-10-31 20:13:32,10,5,41,53,455,0
144D_1029_R1,144,inbound,Punchi Borella,1,2025-10-29 17:45:40,2025-10-29 17:47:14,25,5,85,94,518,1
171C_1028_R1,171,inbound,Punchi Borella,0,2025-10-28 08:34:43,2025-10-28 08:35:58,15,9,74,75,402,1
144C_1025_R1,144,outbound,Borella,1,2025-10-25 19:32:10,2025-10-25 19:32:59,15,5,47,49,608,0
103G_1030_R1,103,outbound,Borella,0,2025-10-30 17:32:27,2025-10-30 17:33:13,4,5,39,46,354,1
144G_1028_R2,144,outbound,Fort,1,2025-10-28 17:02:00,2025-10-28 17:02:43,6,5,42,43,553,1
171H_1029_R1,171,outbound,Rajagiriya,0,2025-10-29 20:21:52,2025-10-29 20:22:42,3,12,48,50,532,0
171B_1029_R1,171,outbound,Rajagiriya,0,2025-10-29 06:46:19,2025-10-29 06:47:08,7,7,58,49,681,0
144D_1025_R2,144,outbound,Cotta Road,0,2025-10-25 20:06:19,2025-10-25 20:07:25,11,7,42,66,390,0
103B_1031_R2,103,inbound,Maradana,1,2025-10-31 10:08:01,2025-10-31 10:09:05,13,3,31,64,647,0
171J_1027_R2,171,outbound,Cotta Road,0,2025-10-27 16:54:22,2025-10-27 16:55:12,8,7,83,50,337,1
103J_1031_R1,103,outbound,Pettah,0,2025-10-31 17:50:33,2025-10-31 17:51:36,16,3,43,63,430,1
103I_1030_R1,103,outbound,Narahenpita,1,2025-10-30 10:49:10,2025-10-30 10:50:04,8,7,53,54,382,0
103J_1031_R2,103,outbound,Narahenpita,1,2025-10-31 20:29:00,2025-10-31 20:29:48,5,6,42,48,302,0
103F_1027_R1,103,inbound,Maradana,1,2025-10-27 17:38:04,2025-10-27 17:38:46,7,6,32,42,566,1
171F_1028_R1,171,outbound,Cotta Road,0,2025-10-28 16:53:14,2025-10-28 16:53:51,9,3,76,37,455,1
144D_1028_R2,144,outbound,Cotta Road,0,2025-10-28 08:46:57,2025-10-28 08:48:03,9,10,77,66,480,1
103J_1028_R1,103,outbound,Maradana,0,2025-10-28 09:01:54,2025-10-28 09:02:46,12,4,51,52,512,0
144H_1031_R1,144,inbound,Borella,0,2025-10-31 17:32:23,2025-10-31 17:33:40,20,5,74,77,482,1
171C_1027_R1,171,outbound,Battaramulla,0,2025-10-27 17:24:00,2025-10-27 17:24:40,6,4,115,40,451,1
144A_1029_R1,144,inbound,Cotta Road,0,2025-10-29 16:09:31,2025-10-29 16:11:02,19,8,33,91,540,1
171I_1027_R2,171,outbound,Fort,1,2025-10-27 17:16:00,2025-10-27 17:16:52,11,5,20,52,577,1
144C_1026_R1,144,inbound,Borella,0,2025-10-26 09:32:12,2025-10-26 09:32:54,8,5,20,42,499,0
144G_1031_R1,144,outbound,Fort,1,2025-10-31 10:29:00,2025-10-31 10:30:13,16,4,23,73,379,0
171I_1027_R1,171,outbound,Technical Junction,0,2025-10-27 07:35:12,2025-10-27 07:35:56,7,4,50,44,203,1
103E_1025_R2,103,outbound,Fort,1,2025-10-25 07:06:00,2025-10-25 07:07:03,15,5,43,63,501,1
171I_1027_R1,171,inbound,Pettah,0,2025-10-27 19:14:19,2025-10-27 19:15:03,8,3,75,44,417,0
103A_1029_R1,103,outbound,Narahenpita,1,2025-10-29 07:57:27,2025-10-29 07:58:15,10,8,73,48,551,1
103J_1030_R1,103,outbound,Pettah,0,2025-10-30 16:10:03,2025-10-30 16:11:11,19,3,48,68,314,1
103D_1029_R1,103,outbound,Fort,1,2025-10-29 14:49:00,2025-10-29 14:49:42,3,4,9,42,430,0
103H_1029_R1,103,inbound,Fort,1,2025-10-29 08:20:52,2025-10-29 08:21:54,13,9,72,62,550,1
103C_1031_R1,103,outbound,Maradana,0,2025-10-31 14:33:01,2025-10-31 14:33:56,11,4,27,55,489,0
171E_1031_R2,171,outbound,Maradana,0,2025-10-31 09:08:26,2025-10-31 09:09:36,17,4,81,70,559,0
144H_1026_R1,144,outbound,Punchi Borella,0,2025-10-26 19:00:15,2025-10-26 19:01:25,13,4,38,70,604,0
171E_1031_R2,171,inbound,Fort,1,2025-10-31 15:02:29,2025-10-31 15:03:41,12,8,69,72,586,0
171B_1028_R2,171,inbound,Borella,1,2025-10-28 10:31:14,2025-10-28 10:32:05,11,6,57,51,700,0
171D_1028_R1,171,inbound,Punchi Borella,0,2025-10-28 06:29:55,2025-10-28 06:30:59,9,8,86,64,494,0
171F_1027_R1,171,outbound,Rajagiriya,0,2025-10-27 11:06:50,2025-10-27 11:07:11,7,0,54,21,443,0
144F_1025_R1,144,inbound,Rajagiriya,1,2025-10-25 07:14:00,2025-10-25 07:14:47,16,1,39,47,666,1
171F_1031_R1,171,inbound,Rajagiriya,0,2025-10-31 20:56:14,2025-10-31 20:57:13,15,3,46,59,377,0
171E_1030_R1,171,outbound,Welikada,0,2025-10-30 17:57:46,2025-10-30 17:58:40,7,8,71,54,414,1
171J_1031_R2,171,outbound,Welikada,0,2025-10-31 17:04:39,2025-10-31 17:05:40,9,5,56,61,270,1
144A_1025_R2,144,inbound,Borella,0,2025-10-25 08:01:17,2025-10-25 08:02:24,19,1,58,67,350,1
103F_1029_R2,103,outbound,Narahenpita,1,2025-10-29 07:17:55,2025-10-29 07:18:51,10,7,58,56,497,1
171C_1031_R1,171,inbound,Borella,1,2025-10-31 17:47:41,2025-10-31 17:49:07,8,13,71,86,315,1
144D_1030_R1,144,inbound,Fort,1,2025-10-30 10:05:57,2025-10-30 10:06:46,7,5,47,49,364,0
144J_1027_R1,144,outbound,Borella,1,2025-10-27 09:28:24,2025-10-27 09:29:43,17,9,49,79,716,0
103H_1026_R1,103,inbound,Maradana,1,2025-10-26 09:44:45,2025-10-26 09:45:54,15,9,38,69,517,0
171C_1025_R2,171,outbound,Welikada,0,2025-10-25 19:46:03,2025-10-25 19:46:41,6,5,41,38,686,0
103A_1027_R1,103,outbound,Borella,0,2025-10-27 16:45:18,2025-10-27 16:46:31,11,12,37,73,609,1
103I_1030_R1,103,inbound,Maradana,1,2025-10-30 17:28:00,2025-10-30 17:29:41,26,5,61,101,657,1
144B_1030_R2,144,outbound,Cotta Road,0,2025-10-30 06:53:57,2025-10-30 06:54:39,7,4,45,42,370,0
103E_1027_R1,103,outbound,Fort,1,2025-10-27 17:05:00,2025-10-27 17:06:27,24,5,29,87,425,1
103J_1025_R2,103,outbound,Punchi Borella,1,2025-10-25 20:55:23,2025-10-25 20:56:05,6,7,33,42,414,0
144E_1028_R1,144,outbound,Punchi Borella,0,2025-10-28 17:14:34,2025-10-28 17:15:50,14,7,50,76,521,1
144H_1027_R2,144,inbound,Rajagiriya,1,2025-10-27 09:50:00,2025-10-27 09:50:52,12,2,22,52,501,0
144I_1025_R2,144,inbound,Fort,1,2025-10-25 07:37:29,2025-10-25 07:38:24,7,8,79,55,444,1
171A_1030_R1,171,inbound,Punchi Borella,0,2025-10-30 07:04:23,2025-10-30 07:05:05,8,1,67,42,655,1
171B_1025_R1,171,inbound,Borella,1,2025-10-25 16:47:42,2025-10-25 16:48:54,13,8,104,72,345,1
103H_1025_R2,103,inbound,Narahenpita,1,2025-10-25 09:05:00,2025-10-25 09:05:53,10,2,33,53,442,0
103I_1026_R2,103,outbound,Maradana,0,2025-10-26 08:40:05,2025-10-26 08:41:30,21,5,68,85,433,1
144E_1027_R1,144,outbound,Maradana,0,2025-10-27 16:23:01,2025-10-27 16:24:32,23,5,62,91,546,1
171B_1028_R2,171,inbound,Technical Junction,0,2025-10-28 10:48:46,2025-10-28 10:49:26,6,4,60,40,700,0
171C_1029_R2,171,outbound,Punchi Borella,0,2025-10-29 07:12:24,2025-10-29 07:13:37,16,3,61,73,514,1
103C_1030_R1,103,outbound,Fort,1,2025-10-30 07:38:00,2025-10-30 07:38:52,9,6,16,52,601,1
171E_1029_R2,171,inbound,Technical Junction,0,2025-10-29 10:56:20,2025-10-29 10:57:10,5,8,49,50,443,0
144C_1027_R1,144,inbound,Rajagiriya,1,2025-10-27 18:17:00,2025-10-27 18:17:43,13,3,22,43,769,1
144D_1026_R2,144,inbound,Maradana,0,2025-10-26 07:19:10,2025-10-26 07:20:06,13,5,45,56,371,1
144J_1028_R2,144,inbound,Maradana,0,2025-10-28 08:23:16,2025-10-28 08:24:28,17,8,86,72,711,1
103D_1025_R2,103,outbound,Maradana,0,2025-10-25 19:47:21,2025-10-25 19:47:55,6,2,49,34,553,0
144J_1028_R1,144,outbound,Maradana,0,2025-10-28 18:00:55,2025-10-28 18:02:03,15,3,28,68,486,1
144G_1028_R2,144,outbound,Cotta Road,0,2025-10-28 17:16:50,2025-10-28 17:17:51,8,14,57,61,553,1
171D_1027_R2,171,inbound,Technical Junction,0,2025-10-27 11:01:48,2025-10-27 11:02:53,11,6,80,65,438,0
144F_1028_R1,144,outbound,Borella,1,2025-10-28 17:13:44,2025-10-28 17:14:55,18,7,64,71,553,1
144E_1029_R1,144,inbound,Rajagiriya,1,2025-10-29 09:14:00,2025-10-29 09:15:08,11,6,25,68,451,0
103E_1028_R1,103,inbound,Punchi Borella,0,2025-10-28 17:59:19,2025-10-28 18:00:35,21,3,52,76,611,1
171I_1030_R1,171,outbound,Pettah,0,2025-10-30 08:49:04,2025-10-30 08:49:44,9,4,28,40,284,1
171F_1029_R1,171,outbound,Fort,1,2025-10-29 16:10:00,2025-10-29 16:10:58,12,1,24,58,566,1
171D_1031_R2,171,outbound,Koswatta,1,2025-10-31 11:47:39,2025-10-31 11:48:30,8,6,60,51,363,0
144D_1030_R1,144,inbound,Rajagiriya,1,2025-10-30 09:41:00,2025-10-30 09:41:57,11,4,21,57,364,0
171D_1027_R1,171,outbound,Technical Junction,0,2025-10-27 07:23:42,2025-10-27 07:24:48,12,6,33,66,519,1
171F_1026_R1,171,outbound,Koswatta,1,2025-10-26 20:12:05,2025-10-26 20:13:11,5,12,62,66,720,0
144B_1031_R2,144,inbound,Fort,1,2025-10-31 07:47:11,2025-10-31 07:47:56,9,5,45,45,460,1
103E_1025_R2,103,outbound,Pettah,0,2025-10-25 07:12:16,2025-10-25 07:13:10,16,4,55,54,501,1
171G_1027_R2,171,inbound,Technical Junction,0,2025-10-27 08:43:25,2025-10-27 08:44:06,4,8,79,41,450,1
171A_1031_R1,171,inbound,Fort,1,2025-10-31 09:36:05,2025-10-31 09:37:01,8,7,68,56,283,0
171B_1027_R1,171,inbound,Cotta Road,0,2025-10-27 06:51:44,2025-10-27 06:52:22,6,5,51,38,324,0
171G_1031_R1,171,outbound,Rajagiriya,0,2025-10-31 12:36:38,2025-10-31 12:37:22,5,7,52,44,537,0
144B_1027_R1,144,outbound,Borella,1,2025-10-27 19:13:52,2025-10-27 19:15:01,13,8,39,69,395,0
171F_1028_R1,171,outbound,Maradana,0,2025-10-28 16:35:43,2025-10-28 16:36:35,13,3,58,52,455,1
103G_1030_R2,103,inbound,Narahenpita,1,2025-10-30 07:29:00,2025-10-30 07:29:37,9,0,9,37,507,1
171D_1026_R2,171,inbound,Rajagiriya,0,2025-10-26 16:58:45,2025-10-26 16:59:51,14,3,73,66,370,1
103D_1027_R1,103,inbound,Fort,1,2025-10-27 17:57:00,2025-10-27 17:58:02,7,11,49,62,470,1
144J_1030_R2,144,outbound,Fort,1,2025-10-30 10:56:00,2025-10-30 10:56:36,6,2,26,36,603,0
171E_1028_R1,171,inbound,Koswatta,1,2025-10-28 16:56:00,2025-10-28 16:56:59,12,5,31,59,271,1
103A_1027_R1,103,inbound,Narahenpita,1,2025-10-27 19:40:00,2025-10-27 19:40:30,6,2,27,30,396,0
171G_1029_R2,171,outbound,Cotta Road,0,2025-10-29 08:51:24,2025-10-29 08:52:06,12,0,68,42,715,1
103D_1029_R1,103,inbound,Borella,0,2025-10-29 13:05:19,2025-10-29 13:06:14,12,2,34,55,497,0
144C_1028_R2,144,inbound,Punchi Borella,1,2025-10-28 18:04:17,2025-10-28 18:05:23,14,7,69,66,410,1
171D_1029_R2,171,outbound,Rajagiriya,0,2025-10-29 19:46:26,2025-10-29 19:47:12,8,4,38,46,530,0
144D_1030_R1,144,inbound,Borella,0,2025-10-30 09:51:33,2025-10-30 09:52:08,4,3,31,35,364,0
171F_1025_R1,171,outbound,Technical Junction,0,2025-10-25 18:24:14,2025-10-25 18:25:16,13,4,37,62,569,1
171C_1028_R1,171,inbound,Maradana,0,2025-10-28 08:41:07,2025-10-28 08:41:58,9,6,77,51,402,1
103H_1026_R2,103,outbound,Punchi Borella,1,2025-10-26 08:16:32,2025-10-26 08:17:42,12,9,40,70,478,1
171I_1031_R1,171,outbound,Koswatta,1,2025-10-31 07:59:51,2025-10-31 08:00:50,11,5,98,59,397,1
171I_1031_R1,171,inbound,Fort,1,2025-10-31 08:29:56,2025-10-31 08:30:50,8,8,71,54,297,1
144F_1030_R2,144,outbound,Borella,1,2025-10-30 19:35:52,2025-10-30 19:36:38,10,4,41,46,450,0
171H_1028_R2,171,outbound,Punchi Borella,0,2025-10-28 08:27:27,2025-10-28 08:28:17,16,2,86,50,417,1
103A_1031_R2,103,outbound,Fort,1,2025-10-31 16:29:00,2025-10-31 16:30:07,15,6,18,67,530,1
171F_1031_R1,171,outbound,Koswatta,1,2025-10-31 18:42:57,2025-10-31 18:43:52,9,9,106,55,478,1
103G_1029_R1,103,inbound,Borella,0,2025-10-29 08:22:16,2025-10-29 08:23:12,15,1,30,56,221,1
144C_1027_R2,144,outbound,Borella,1,2025-10-27 08:35:59,2025-10-27 08:37:14,14,9,68,75,584,1
144C_1028_R2,144,outbound,Fort,1,2025-10-28 17:25:00,2025-10-28 17:25:58,16,3,25,58,344,1
171I_1027_R1,171,outbound,Punchi Borella,0,2025-10-27 07:42:11,2025-10-27 07:43:10,12,2,62,59,203,1
171D_1026_R2,171,inbound,Technical Junction,0,2025-10-26 17:18:48,2025-10-26 17:19:19,2,4,99,31,370,1
171A_1030_R1,171,outbound,Koswatta,1,2025-10-30 09:59:33,2025-10-30 10:00:10,2,5,49,37,342,0
171G_1028_R1,171,outbound,Maradana,0,2025-10-28 10:24:26,2025-10-28 10:25:37,15,4,47,71,363,0
171J_1026_R1,171,outbound,Technical Junction,0,2025-10-26 10:11:14,2025-10-26 10:12:17,14,4,36,63,447,0
171F_1030_R1,171,outbound,Cotta Road,0,2025-10-30 16:37:49,2025-10-30 16:38:33,7,8,60,44,673,1
171C_1031_R1,171,outbound,Borella,1,2025-10-31 10:11:32,2025-10-31 10:12:44,13,10,76,72,366,0
103I_1028_R1,103,inbound,Punchi Borella,0,2025-10-28 06:43:47,2025-10-28 06:44:43,15,3,52,56,504,0
171G_1028_R2,171,outbound,Borella,1,2025-10-28 08:11:16,2025-10-28 08:12:39,13,11,81,83,378,1
171J_1030_R2,171,outbound,Welikada,0,2025-10-30 19:48:58,2025-10-30 19:49:30,4,6,41,32,673,0
171F_1031_R1,171,outbound,Cotta Road,0,2025-10-31 18:15:16,2025-10-31 18:15:59,5,6,86,43,478,1
171G_1026_R1,171,inbound,Battaramulla,0,2025-10-26 07:59:21,2025-10-26 08:00:14,15,5,62,53,486,1
171I_1030_R1,171,inbound,Koswatta,1,2025-10-30 16:22:00,2025-10-30 16:23:06,12,5,35,66,361,1
171B_1031_R1,171,inbound,Rajagiriya,0,2025-10-31 17:00:10,2025-10-31 17:01:06,12,5,57,56,494,1
144D_1025_R1,144,outbound,Borella,1,2025-10-25 14:40:44,2025-10-25 14:41:44,7,9,49,60,507,0
171A_1025_R2,171,inbound,Koswatta,1,2025-10-25 19:47:00,2025-10-25 19:47:41,9,3,28,41,453,0
103B_1026_R1,103,inbound,Pettah,0,2025-10-26 19:05:11,2025-10-26 19:06:08,9,6,62,57,452,0
171D_1031_R2,171,inbound,Welikada,0,2025-10-31 20:15:51,2025-10-31 20:16:37,8,2,45,46,374,0
171F_1027_R1,171,outbound,Pettah,0,2025-10-27 10:35:48,2025-10-27 10:36:46,10,4,19,58,443,0
103I_1029_R2,103,outbound,Fort,1,2025-10-29 09:32:00,2025-10-29 09:33:01,13,4,20,61,459,0
171D_1029_R1,171,inbound,Koswatta,1,2025-10-29 16:37:00,2025-10-29 16:37:37,6,4,14,37,462,1
171C_1031_R2,171,inbound,Fort,1,2025-10-31 09:15:42,2025-10-31 09:16:31,10,6,108,49,276,0
144E_1030_R1,144,inbound,Rajagiriya,1,2025-10-30 08:20:00,2025-10-30 08:21:11,17,3,32,71,605,1
171J_1027_R1,171,outbound,Rajagiriya,0,2025-10-27 06:54:44,2025-10-27 06:55:17,6,2,44,33,548,0
171D_1027_R1,171,outbound,Cotta Road,0,2025-10-27 07:40:47,2025-10-27 07:41:26,9,4,61,39,519,1
144C_1030_R1,144,outbound,Rajagiriya,1,2025-10-30 10:45:26,2025-10-30 10:46:11,7,4,58,45,480,0
171J_1031_R1,171,outbound,Rajagiriya,0,2025-10-31 12:35:24,2025-10-31 12:36:24,10,7,68,60,522,0
103E_1025_R1,103,outbound,Maradana,0,2025-10-25 19:31:53,2025-10-25 19:32:32,8,2,41,39,461,0
144A_1027_R1,144,inbound,Punchi Borella,1,2025-10-27 16:21:45,2025-10-27 16:23:38,29,7,103,113,603,1
103A_1029_R1,103,outbound,Fort,1,2025-10-29 07:36:00,2025-10-29 07:37:13,20,3,34,73,551,1
171D_1029_R2,171,inbound,Battaramulla,0,2025-10-29 07:31:33,2025-10-29 07:32:39,16,2,46,66,492,1
103D_1031_R1,103,inbound,Pettah,0,2025-10-31 17:35:07,2025-10-31 17:36:21,12,10,63,74,627,1
171B_1029_R1,171,inbound,Punchi Borella,0,2025-10-29 07:57:10,2025-10-29 07:57:45,4,6,72,35,378,1
144D_1031_R1,144,outbound,Punchi Borella,0,2025-10-31 20:40:41,2025-10-31 20:41:49,13,5,40,68,696,0
171A_1025_R1,171,inbound,Maradana,0,2025-10-25 08:12:35,2025-10-25 08:13:26,10,4,81,51,598,1
103H_1030_R2,103,inbound,Borella,0,2025-10-30 19:42:23,2025-10-30 19:43:21,12,1,29,58,759,0
103I_1029_R1,103,outbound,Fort,1,2025-10-29 14:56:00,2025-10-29 14:57:09,15,3,34,69,425,0
144F_1028_R2,144,outbound,Cotta Road,0,2025-10-28 08:48:02,2025-10-28 08:49:06,14,9,76,64,549,1
144A_1031_R2,144,inbound,Borella,0,2025-10-31 16:21:13,2025-10-31 16:22:22,14,4,56,69,450,1
171F_1026_R1,171,inbound,Punchi Borella,0,2025-10-26 17:47:43,2025-10-26 17:48:48,13,8,91,65,256,1
144A_1030_R1,144,inbound,Maradana,0,2025-10-30 09:00:09,2025-10-30 09:00:52,6,4,75,43,382,0
171E_1028_R1,171,outbound,Cotta Road,0,2025-10-28 09:50:46,2025-10-28 09:51:36,5,9,39,50,456,0
171F_1030_R1,171,inbound,Maradana,0,2025-10-30 06:38:45,2025-10-30 06:39:31,3,9,56,46,499,0
103E_1031_R1,103,inbound,Narahenpita,1,2025-10-31 16:22:00,2025-10-31 16:22:45,11,4,15,45,528,1
171F_1027_R2,171,outbound,Punchi Borella,0,2025-10-27 18:14:40,2025-10-27 18:15:42,12,6,70,62,680,1
144F_1028_R2,144,inbound,Cotta Road,0,2025-10-28 07:44:36,2025-10-28 07:45:28,11,4,44,52,493,1
103B_1026_R1,103,outbound,Borella,0,2025-10-26 07:43:38,2025-10-26 07:44:31,11,4,66,53,523,1
103C_1025_R2,103,outbound,Borella,0,2025-10-25 17:44:05,2025-10-25 17:45:35,16,10,72,90,399,1
171B_1028_R1,171,outbound,Fort,1,2025-10-28 07:27:00,2025-10-28 07:27:18,5,3,12,18,492,1
103E_1028_R2,103,inbound,Maradana,1,2025-10-28 08:11:41,2025-10-28 08:13:19,24,10,38,98,464,1
171A_1031_R1,171,inbound,Punchi Borella,0,2025-10-31 09:16:39,2025-10-31 09:17:20,7,6,64,41,283,0
171J_1028_R2,171,outbound,Pettah,0,2025-10-28 17:31:23,2025-10-28 17:32:34,19,3,47,71,583,1
171J_1030_R1,171,inbound,Borella,1,2025-10-30 10:45:50,2025-10-30 10:46:47,11,3,63,57,228,0
171C_1027_R2,171,inbound,Koswatta,1,2025-10-27 20:30:00,2025-10-27 20:30:37,8,0,8,37,296,0
103A_1031_R2,103,outbound,Punchi Borella,1,2025-10-31 16:43:52,2025-10-31 16:44:57,7,9,26,65,530,1
171B_1031_R2,171,inbound,Borella,1,2025-10-31 08:15:36,2025-10-31 08:16:45,15,7,54,69,376,1
103J_1028_R1,103,outbound,Pettah,0,2025-10-28 08:56:25,2025-10-28 08:57:22,15,2,43,57,512,1
171G_1029_R1,171,outbound,Fort,1,2025-10-29 08:22:00,2025-10-29 08:22:41,10,3,13,41,548,1
103B_1030_R2,103,outbound,Pettah,0,2025-10-30 12:19:59,2025-10-30 12:20:54,16,0,55,55,643,0
171G_1026_R1,171,inbound,Welikada,0,2025-10-26 08:03:47,2025-10-26 08:04:34,13,5,70,47,486,1
103H_1027_R1,103,inbound,Maradana,1,2025-10-27 20:15:32,2025-10-27 20:16:21,6,8,26,49,485,0
171H_1026_R1,171,inbound,Technical Junction,0,2025-10-26 11:16:12,2025-10-26 11:17:03,6,8,52,51,588,0
103I_1026_R1,103,outbound,Pettah,0,2025-10-26 14:17:07,2025-10-26 14:18:18,18,6,31,71,531,0
144F_1028_R2,144,outbound,Maradana,0,2025-10-28 08:31:16,2025-10-28 08:32:26,18,2,49,70,549,1
144B_1025_R1,144,outbound,Rajagiriya,1,2025-10-25 06:26:26,2025-10-25 06:27:18,5,8,25,52,456,0
103D_1025_R1,103,inbound,Maradana,1,2025-10-25 06:28:05,2025-10-25 06:28:49,5,7,27,44,561,0
171G_1028_R1,171,outbound,Borella,1,2025-10-28 10:34:13,2025-10-28 10:35:01,10,4,63,48,363,0
103A_1031_R1,103,inbound,Fort,1,2025-10-31 12:56:04,2025-10-31 12:56:50,7,6,39,46,435,0
103C_1027_R1,103,inbound,Punchi Borella,0,2025-10-27 12:51:19,2025-10-27 12:51:56,8,5,24,37,472,0
171J_1030_R2,171,outbound,Cotta Road,0,2025-10-30 19:37:42,2025-10-30 19:38:28,9,3,41,46,673,0
