bus_id,route_no,direction,stop_name,timepoint,arrival_time,departure_time,boarded,alighted,occupancy_after,dwell_time_s,headway_s,is_peak
144D_1031,144,inbound,Maradana,0,2025-10-31 18:57:18,2025-10-31 18:58:02,10,7,56,44,615,1
144G_1031,144,outbound,Punchi Borella,0,2025-10-31 08:00:36,2025-10-31 08:01:19,6,5,33,43,418,1
103H_1031,103,inbound,Punchi Borella,0,2025-10-31 16:55:30,2025-10-31 16:56:29,15,6,36,59,548,1
144D_1031,144,inbound,Rajagiriya,1,2025-10-31 07:23:00,2025-10-31 07:23:36,11,1,25,36,326,1
144C_1031,144,outbound,Punchi Borella,0,2025-10-31 18:10:59,2025-10-31 18:11:40,9,2,35,41,351,1
144D_1031,144,inbound,Rajagiriya,1,2025-10-31 18:38:00,2025-10-31 18:38:37,10,3,24,37,615,1
171A_1031,171,outbound,Fort,1,2025-10-31 08:10:00,2025-10-31 08:10:58,10,3,22,58,520,1
171A_1031,171,outbound,Pettah,0,2025-10-31 08:16:59,2025-10-31 08:17:42,12,2,32,43,520,1
171H_1031,171,outbound,Fort,1,2025-10-31 10:34:00,2025-10-31 10:34:44,8,4,9,44,464,0
103D_1031,103,inbound,Narahenpita,1,2025-10-31 18:02:00,2025-10-31 18:02:56,15,3,37,56,463,1
144A_1031,144,outbound,Maradana,0,2025-10-31 07:57:38,2025-10-31 07:58:58,24,1,45,80,426,1
144D_1031,144,outbound,Fort,1,2025-10-31 08:11:00,2025-10-31 08:11:55,12,4,33,55,517,1
144D_1031,144,outbound,Cotta Road,0,2025-10-31 08:28:27,2025-10-31 08:29:21,9,6,70,54,517,1
171D_1031,171,inbound,Battaramulla,0,2025-10-31 16:09:01,2025-10-31 16:09:37,6,2,27,36,592,1
144E_1031,144,inbound,Cotta Road,0,2025-10-31 18:04:21,2025-10-31 18:04:57,8,1,32,36,305,1
103C_1031,103,outbound,Narahenpita,1,2025-10-31 19:07:25,2025-10-31 19:08:02,4,7,47,37,333,0
103G_1031,103,outbound,Punchi Borella,1,2025-10-31 17:08:28,2025-10-31 17:08:59,3,4,42,31,380,1
103F_1031,103,outbound,Maradana,0,2025-10-31 18:08:26,2025-10-31 18:09:11,7,8,15,45,629,1
103G_1031,103,outbound,Fort,1,2025-10-31 12:53:00,2025-10-31 12:53:52,13,1,26,52,473,0
103B_1031,103,outbound,Fort,1,2025-10-31 07:41:00,2025-10-31 07:41:57,14,1,34,57,436,1
103F_1031,103,outbound,Punchi Borella,1,2025-10-31 18:12:28,2025-10-31 18:12:51,4,2,17,23,629,1
103H_1031,103,inbound,Maradana,1,2025-10-31 17:01:17,2025-10-31 17:02:14,8,6,38,57,548,1
103G_1031,103,outbound,Pettah,0,2025-10-31 11:05:10,2025-10-31 11:05:54,8,3,27,44,455,0
171E_1031,171,outbound,Pettah,0,2025-10-31 12:36:54,2025-10-31 12:37:36,9,3,24,42,642,0
171B_1031,171,outbound,Punchi Borella,0,2025-10-31 18:30:55,2025-10-31 18:31:56,7,8,41,61,375,1
103B_1031,103,outbound,Pettah,0,2025-10-31 07:45:44,2025-10-31 07:46:38,19,2,51,54,436,1
171F_1031,171,inbound,Welikada,0,2025-10-31 08:56:25,2025-10-31 08:57:00,7,4,23,35,419,1
103H_1031,103,inbound,Narahenpita,1,2025-10-31 16:46:00,2025-10-31 16:46:45,12,3,21,45,548,1
171F_1031,171,inbound,Battaramulla,0,2025-10-31 08:51:51,2025-10-31 08:52:28,9,4,20,37,419,1
103C_1031,103,outbound,Punchi Borella,1,2025-10-31 18:59:42,2025-10-31 19:00:37,7,6,50,55,333,1
103G_1031,103,outbound,Fort,1,2025-10-31 10:59:00,2025-10-31 10:59:39,9,2,22,39,455,0
103C_1031,103,outbound,Borella,0,2025-10-31 19:02:40,2025-10-31 19:03:16,5,5,50,36,333,0
171A_1031,171,inbound,Rajagiriya,0,2025-10-31 16:33:04,2025-10-31 16:33:52,9,4,36,48,545,1
171E_1031,171,outbound,Punchi Borella,0,2025-10-31 12:54:00,2025-10-31 12:54:31,2,4,39,31,642,0
103C_1031,103,outbound,Fort,1,2025-10-31 07:13:00,2025-10-31 07:14:20,22,2,39,80,455,1
144E_1031,144,inbound,Fort,1,2025-10-31 18:22:17,2025-10-31 18:22:41,4,3,56,24,305,1
144C_1031,144,outbound,Borella,1,2025-10-31 18:17:22,2025-10-31 18:18:26,16,6,45,64,351,1
144D_1031,144,outbound,Rajagiriya,1,2025-10-31 08:33:56,2025-10-31 08:34:43,5,7,68,47,517,1
103C_1031,103,outbound,Borella,0,2025-10-31 07:29:25,2025-10-31 07:29:44,4,1,60,19,455,1
144E_1031,144,outbound,Maradana,0,2025-10-31 07:15:30,2025-10-31 07:16:20,11,4,37,50,387,1
144A_1031,144,outbound,Cotta Road,0,2025-10-31 08:14:43,2025-10-31 08:15:26,9,4,57,43,426,1
171D_1031,171,inbound,Battaramulla,0,2025-10-31 08:21:59,2025-10-31 08:23:02,17,4,47,63,203,1
103A_1031,103,outbound,Pettah,0,2025-10-31 07:39:09,2025-10-31 07:39:57,13,4,43,48,357,1
144D_1031,144,inbound,Cotta Road,0,2025-10-31 07:27:52,2025-10-31 07:28:50,12,3,34,58,326,1
103C_1031,103,outbound,Maradana,0,2025-10-31 18:54:41,2025-10-31 18:55:48,20,2,49,67,333,1
144E_1031,144,inbound,Punchi Borella,1,2025-10-31 18:12:22,2025-10-31 18:13:22,18,2,52,60,305,1
144G_1031,144,outbound,Fort,1,2025-10-31 07:53:00,2025-10-31 07:53:41,11,2,22,41,418,1
144C_1031,144,outbound,Rajagiriya,1,2025-10-31 18:27:35,2025-10-31 18:28:46,11,7,48,71,351,1
144A_1031,144,outbound,Fort,1,2025-10-31 07:54:00,2025-10-31 07:55:04,16,3,22,64,426,1
171D_1031,171,inbound,Rajagiriya,0,2025-10-31 16:18:39,2025-10-31 16:19:58,15,11,45,79,592,1
144C_1031,144,outbound,Cotta Road,0,2025-10-31 18:22:28,2025-10-31 18:23:05,4,5,44,37,351,1
171A_1031,171,inbound,Koswatta,1,2025-10-31 16:20:00,2025-10-31 16:20:44,13,2,17,44,545,1
144D_1031,144,inbound,Punchi Borella,1,2025-10-31 07:40:16,2025-10-31 07:41:24,16,7,53,68,326,1
171E_1031,171,outbound,Fort,1,2025-10-31 12:32:00,2025-10-31 12:32:42,6,2,18,42,642,0
144A_1031,144,inbound,Borella,0,2025-10-31 12:39:33,2025-10-31 12:40:18,10,2,38,45,427,0
103C_1031,103,outbound,Pettah,0,2025-10-31 07:16:32,2025-10-31 07:17:24,13,3,49,52,455,1
171E_1031,171,outbound,Technical Junction,0,2025-10-31 08:16:46,2025-10-31 08:17:44,14,6,35,58,389,1
144A_1031,144,outbound,Borella,1,2025-10-31 08:09:09,2025-10-31 08:09:54,7,4,52,45,426,1
144D_1031,144,outbound,Maradana,0,2025-10-31 08:15:49,2025-10-31 08:17:01,19,4,48,72,517,1
144D_1031,144,outbound,Punchi Borella,0,2025-10-31 08:21:40,2025-10-31 08:22:25,12,3,57,45,517,1
171A_1031,171,outbound,Punchi Borella,0,2025-10-31 08:34:02,2025-10-31 08:34:38,7,3,51,36,520,1
144D_1031,144,inbound,Maradana,0,2025-10-31 07:47:33,2025-10-31 07:48:14,6,4,55,41,326,1
103D_1031,103,inbound,Maradana,1,2025-10-31 18:14:57,2025-10-31 18:16:31,22,10,69,94,463,1
171E_1031,171,outbound,Pettah,0,2025-10-31 08:13:09,2025-10-31 08:14:06,16,3,27,57,389,1
103B_1031,103,outbound,Punchi Borella,1,2025-10-31 07:58:50,2025-10-31 07:59:57,15,8,74,67,436,1
